,name,artist,id,genre,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7907,World Runners (feat. Lupe Fiasco & Nikki Jean),Ab-Soul,4nVHpSgnqxniryRIozwmBQ,alternative hip hop,2014-06-24,27,0.884,0.493,2,-13.294,1,0.28,0.042,0.0,0.387,0.317,109.574,302343,4
7908,Kung Fu Fighting,CeeLo Green,0KWfSYnmrX8hBlAPS7DkxQ,atl hip hop,2008-01-01,0,0.681,0.666,4,-10.905,0,0.0995,0.015,0.0,0.34,0.239,110.016,149307,4
7909,Pull Up Wit Ah Stick (feat. Loso Loaded),SahBabii,1L0M8Uj3aI6IQQNi6Nghvn,melodic rap,2017-06-09,48,0.752,0.619,1,-8.156,1,0.0864,0.085,0.0,0.107,0.386,80.517,228907,4
7910,Bruk Bruk (I Need Your Lovin),Dillon Francis,7rnKVcMj36BgMEphkJQHaH,brostep,2015-08-14,36,0.752,0.878,6,-4.02,0,0.129,0.000396,0.0346,0.0726,0.156,111.979,192187,4
7911,Middle of Nowhere,Jon Langston,2uF0S9TGMm6HECfs3UmwkP,contemporary country,2013-08-02,33,0.464,0.798,10,-4.938,1,0.0492,0.00715,1.32e-05,0.116,0.62,159.881,208500,4
7912,Immortals - Remix,Fall Out Boy,298iDRyDz6nscweqxCvXbJ,emo,2015-10-30,37,0.66,0.777,6,-5.131,0,0.0506,0.0567,0.0,0.119,0.481,108.136,245520,4
7913,Addicted To Love - Remix,Robert Palmer,3nMnPEcogPThcFeoQBvkqh,album rock,1989-01-01,0,0.706,0.53,2,-12.685,1,0.0294,0.167,1.73e-05,0.086,0.98,111.555,260203,4
7914,"Temptation - 7"" Version; 2015 Remaster",New Order,4Lz7zvtWOXJlJ591pSo7Tu,art rock,2005-09-30,46,0.775,0.743,0,-8.794,1,0.0306,0.000868,0.0721,0.177,0.649,125.612,324413,4
7915,Does Fort Worth Ever Cross Your Mind,George Strait,4h0z94aoK9RAeEyZgqKAHF,contemporary country,1984-01-01,38,0.735,0.316,0,-17.697,1,0.0349,0.139,0.176,0.345,0.442,111.829,195427,4
7916,Believe It (feat. Rick Ross),Meek Mill,1fckqKAI9ug7U1DgQrrOop,hip hop,2012-10-26,47,0.701,0.71,9,-5.209,1,0.068,0.00126,0.0,0.32,0.138,143.971,239280,4
7917,Nothing New,Devault,2XGunL0PtoT0LLgCN3Mx0S,future bass,2016-08-15,31,0.335,0.803,1,-5.744,0,0.0729,0.0298,0.00539,0.125,0.0397,75.987,230551,4
7918,"Wolfgang Amadeus Mozart: Don Giovanni, K. 527, Overture",Vienna State Opera Orchestra,14F0qOQDZ4EiMIfGnfRt1L,austrian orchestra,2015-05-05,0,0.311,0.186,2,-16.153,1,0.0382,0.867,0.799,0.223,0.261,134.122,348173,4
7919,Psalm 91 (Live),Shane & Shane,4VorkmHdZRFx9PQyTXbTAd,anthem worship,2016-11-24,44,0.49,0.33,9,-8.433,1,0.0299,0.258,7.85e-06,0.684,0.116,123.983,252013,4
7920,War Torn,Nicole Atkins,1DGB39Q0RhwlTAYiuXx8WW,pop soul,2007-12-11,0,0.278,0.533,6,-5.692,0,0.0358,0.0142,1.85e-05,0.118,0.131,123.471,238720,3
7921,Caint Use My Phone (Suite),Erykah Badu,34yrF2FyjTZEQfDCnJSdDA,afrofuturism,2015-11-27,0,0.487,0.194,1,-10.671,1,0.0316,0.881,0.73,0.0991,0.0743,112.996,214305,4
7922,Monster Mash,"Bobby ""Boris"" Pickett",6GmL39a9OazWtyMkAbJz7v,halloween,1962-01-01,66,0.66,0.542,11,-13.511,0,0.237,0.113,0.0,0.346,0.592,140.621,191507,4
7923,Disfruté Engañarte,La Adictiva Banda San José de Mesillas,2yHmyqLvinMYOiOsJagAYK,banda,2014-07-29,57,0.934,0.553,0,-3.214,1,0.0507,0.61,4.42e-05,0.0539,0.963,125.011,141560,3
7924,Hypnotic - Vanic Remix,Zella Day,1lhLZGDYPwXeOjfpxMWtQZ,alt z,2016-01-15,56,0.552,0.745,6,-5.564,0,0.0807,0.00361,0.0,0.43,0.488,159.915,282000,4
7925,Foxes Mate For Life,Born Ruffians,2R0y7UJEqS7ltOC2LZAGKj,canadian indie,2008,40,0.621,0.568,7,-5.797,1,0.0449,0.273,0.0301,0.0641,0.557,110.175,270120,5
7926,My Little Brown Book,Duke Ellington,5ym30WzGPXzhNn5ynbrHWw,adult standards,1963-02,0,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,319733,4
7927,International Harvester,Craig Morgan,0Ta3jOf8m9yCSWMVwd8Qlf,contemporary country,2006-10-31,66,0.699,0.837,2,-5.173,1,0.0428,0.103,0.0,0.231,0.348,95.493,228653,4
7928,Wildfire,Ben Rector,7uOBaHh6DZQ5r6MQY01Pew,acoustic pop,2013-08-20,0,0.607,0.305,5,-11.888,1,0.0342,0.358,2.46e-05,0.0857,0.297,80.961,177526,1
7929,Let Me Love You,Mario,5xV0Czdqefft6sPDqjmFBu,dance pop,2004-08-06,55,0.681,0.586,7,-8.324,0,0.058,0.169,0.0,0.0924,0.604,94.539,249093,4
7930,Never Can Say Goodbye (Re-Recorded),Gloria Gaynor,0ku3YaqOmd9p1MY81CBNKj,disco,2013-07-17,35,0.609,0.869,0,-6.997,1,0.0445,0.362,0.0,0.301,0.824,124.948,184557,4
7931,Vitamin R (Leading Us Along),Chevelle,1YNUMjLsgqypRpplTTQxvx,alternative metal,1999-09-09,0,0.481,0.88,4,-4.55,1,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,223173,3
7932,Geek in the Pink,Jason Mraz,2MMRWb4gn8mwpK5RLlPtl5,acoustic pop,2005-07-26,49,0.665,0.749,10,-4.43,0,0.0776,0.374,0.0,0.0375,0.897,91.822,235507,4
7933,Nobody's Supposed to Be Here,Deborah Cox,4PBbgYOjKW0Urs0eppefpf,canadian pop,1998,17,0.662,0.531,8,-5.3,1,0.0361,0.202,1.16e-05,0.595,0.399,119.957,262333,4
7934,Anchor - Club Mix,Tritonal,6tpvJuqFLqvSlrKJv1c3mj,edm,2014-12-01,20,0.638,0.856,5,-5.085,0,0.0544,0.0027,0.0497,0.111,0.0982,129.995,286154,4
7935,Fotos Y Recuerdos,Selena,0kQOWm8vYnQEb2gVWITaAA,latin pop,1994,62,0.515,0.522,3,-12.098,1,0.0333,0.651,0.0,0.0509,0.926,179.692,157307,4
7936,Livewire,Oh Wonder,6bpBsotzL05UzS1rHsIqk8,electropop,2015-09-04,50,0.625,0.434,10,-8.764,1,0.0391,0.566,0.0202,0.119,0.166,116.8,203586,4
7937,Suavamente,Elvis Crespo,3ZIxXiI16mK2UwYkhzyJI3,latin,1999-11-09,0,0.809,0.721,8,-8.774,1,0.0746,0.23,0.00125,0.0487,0.926,124.138,267093,4
7938,(I Left My Heart) In San Francisco,Tony Bennett,1bYItjcPRtxZs6Ir71O5RB,adult standards,1962-06-18,60,0.313,0.078,0,-17.583,1,0.0332,0.955,4.48e-06,0.169,0.125,128.065,170960,4
7939,Crystals,Of Monsters and Men,5wU6jk9kxYzFGUpeE6T2Q5,folk-pop,2015-06-05,62,0.581,0.747,0,-7.207,1,0.0303,0.00202,0.000449,0.109,0.325,132.195,243520,4
7940,"You Look Good In My Shirt - Live At The Arena At Gwinnett, GA/2008",Keith Urban,5udl9ZZkaqeYzBKvyawlZm,australian country,2010-01-01,23,0.56,0.976,7,-7.097,1,0.0851,0.00249,0.336,0.945,0.369,122.001,318840,4
7941,Oh No!,MARINA,4sNwdacKyi2S26WrRtNama,dance pop,2010-02-15,70,0.77,0.896,0,-3.971,1,0.039,0.0539,0.0,0.243,0.964,126.999,182587,4
7942,Sleep Walkin,Mozzy,2Chpj7Kjc3AEi5D6Of4KOE,cali rap,2017-08-18,53,0.499,0.666,10,-6.761,0,0.383,0.169,0.0,0.161,0.742,67.278,184737,3
7943,Get Naked (I Got a Plan),Britney Spears,0PGxTaUcMggyJxTyLy0uOx,dance pop,2007-10-25,56,0.734,0.856,6,-4.592,0,0.056,0.0642,0.000475,0.0442,0.67,115.027,285080,4
7944,The Creator,Pete Rock,0vDgtmc5vMDyE69oYnAbUm,alternative hip hop,1991-06-11,42,0.826,0.491,9,-11.264,1,0.165,0.21,0.0729,0.0929,0.617,115.998,283813,4
7945,TT - Japanese ver.,TWICE,0PAyiPTz8gL0udQnSasc5G,k-pop,2017-06-28,54,0.699,0.856,2,-3.326,1,0.0608,0.0807,8.72e-06,0.44,0.331,129.96,212989,4
7946,I Mean It (feat. Remo),G-Eazy,6jmTHeoWvBaSrwWttr8Xvu,hip hop,2014-06-20,72,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,236480,4
7947,Find You,Plies,5EJaLcbrGRLwL5hFteGZxw,dirty south rap,2015-05-19,20,0.652,0.613,6,-6.525,0,0.421,0.303,0.0,0.0723,0.2,77.504,250876,4
7948,Take It Off - Single Version,Joe Nichols,2Ls3l2HEEJDXL1MH4CywYj,arkansas country,2011-01-01,0,0.526,0.833,0,-3.838,1,0.0457,0.177,1.94e-06,0.0906,0.517,165.86,198760,4
7949,Homage,Mild High Club,6BMGNCRJnwuwp3UVVCXry8,indie garage rock,2016-08-26,0,0.547,0.464,5,-8.167,1,0.0269,0.152,0.00292,0.321,0.442,73.366,177493,4
7950,Wild World - Acoustic Version,Joanna Wang,0ZWSpn7UgqAp4exbKEUD5g,c-pop,2011-09-23,55,0.67,0.306,2,-11.032,1,0.0366,0.8,1.18e-06,0.0829,0.61,139.949,225053,4
7951,Fortunate Son - Live,Creedence Clearwater Revival,1iMbUwjF8CykDzRLHGKYgd,classic rock,1969-11-02,36,0.346,0.87,7,-7.28,1,0.0443,0.00377,1.87e-05,0.0708,0.527,153.185,135253,4
7952,Trouble,Ray LaMontagne,5aGkIyzLVYGuLIHkxpNAFF,acoustic pop,2004-08-15,57,0.325,0.424,7,-12.733,1,0.0438,0.341,0.000267,0.23,0.494,173.352,241547,3
7953,Power of a Love Song,Tate Stevens,2IiiQzJzhbDDkzuHCzjYSi,talent show,2013-04-23,16,0.533,0.455,2,-5.972,1,0.031,0.478,0.0,0.137,0.266,137.75,193000,4
7954,Better Than Yourself (Criminal Mind Pt. 2),Lukas Graham,3bRzJWlERzPOnGnddskf5o,danish pop,2012-01-01,0,0.606,0.523,6,-8.871,0,0.0397,0.221,0.0,0.111,0.301,99.628,262347,4
7955,Frosty the Snowman,August Burns Red,30mKXEjCLY3LYquOZHGvmI,christian metal,2012-10-09,0,0.191,0.996,5,-3.189,1,0.244,4.5e-06,0.829,0.237,0.181,199.958,138947,5
7956,Single,New Kids On The Block,3hf8PQ16yGsB8xMWIwyk6T,boy band,2008-01-01,0,0.667,0.793,0,-7.106,1,0.0505,0.0863,0.0,0.115,0.317,134.025,235267,4
7957,Body Talk - Radio Edit,Dimitri Vegas & Like Mike,5zMD2owSXM1B9exayFAIKQ,belgian dance,2014-09-02,0,0.561,0.922,7,-4.748,1,0.295,0.00263,1.87e-05,0.506,0.634,127.999,207103,4
7958,Beer For My Horses,Toby Keith,5iuPF9zzwVy5JwWIZhOBRv,contemporary country,2002-01-01,0,0.723,0.859,10,-5.234,1,0.0472,0.316,0.0,0.0523,0.779,118.998,204000,4
7959,Metrum - Original Club Mix,Fedde Le Grand,29XNDPFWefD1Lirbue71Yi,dance pop,2011-06-12,11,0.73,0.983,11,-5.286,1,0.0679,0.000772,0.725,0.685,0.285,127.983,337500,4
7960,Lean and Dabb,iLoveMemphis,3anp5nvmUKwMBEIEL1sPHR,chicago bop,2015-12-18,41,0.795,0.646,8,-9.001,1,0.436,0.0192,0.0,0.278,0.619,80.027,237054,4
7961,Pigs On The Wing (Pt. 1) - 2011 Remastered Version,Pink Floyd,0Cr3z2gm7TXQ17Yq1zjV4I,album rock,1977-01-21,50,0.662,0.0925,7,-25.593,1,0.0456,0.273,0.00127,0.465,0.369,128.637,84507,3
7962,Fantastic Voyage,Coolio,1VvsWao3Tx3QjkWgr6sTaO,g funk,1994-07-19,0,0.889,0.768,4,-9.148,0,0.131,0.128,0.0,0.0769,0.808,104.653,241480,4
7963,Piano Meditation No.2,Michael Silverman Jazz Piano Trio,3xes6kaDaiJ7f5f0u8wYGJ,relaxative,2009-01-01,35,0.466,0.0418,0,-21.755,0,0.0504,0.978,0.82,0.126,0.0943,67.107,107947,3
7964,Comin Thru,Russ,60DYd3b1tkYvz1s5QXEU20,hawaiian hip hop,2014-06-11,43,0.557,0.778,1,-4.571,0,0.255,0.00556,0.0,0.324,0.416,174.046,213864,4
7965,Youngblood,Green Day,5JwuHzmJCmHuHGjP9W6KtK,permanent wave,2016-10-07,51,0.522,0.963,1,-3.31,1,0.0528,0.00104,0.0,0.149,0.782,136.515,152760,4
7966,Adversity,Beach Fossils,251lM96DbNbBzUrSuDcP6y,brooklyn indie,2011-03-08,0,0.661,0.733,2,-6.859,1,0.026,0.00551,0.66,0.0992,0.53,129.974,243297,4
7967,Soul Is Fire,Elliot Root,7gy34SYgflsg86upcXOVpP,indie poptimism,2015-03-01,35,0.507,0.571,5,-9.931,1,0.0375,0.118,0.00274,0.106,0.104,165.032,223468,4
7968,Silent Lucidity - Remastered 2003,Queensrÿche,6OSyCAmXT4Gkd3OQ2aPOaF,album rock,1990,64,0.462,0.628,7,-5.659,1,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760,4
7969,Wishes,Helen Jane Long,6pRc6PMEdagNazROxXfFPF,new age,2010-04-05,22,0.507,0.094,7,-20.123,1,0.283,0.983,0.92,0.0913,0.127,142.848,144753,3
7970,I'll Sleep,Randy Houser,2XZ6L1UsglODhrYKhnmvMy,contemporary country,2008-01-01,15,0.593,0.434,4,-7.18,1,0.0284,0.503,0.00396,0.329,0.224,129.792,288853,4
7971,A Maker of My Time,The Paper Kites,3iJnDRMAJp3KJsueKiLpZM,australian indie folk,2013-03-05,37,0.613,0.618,1,-7.791,0,0.026,0.434,0.000771,0.137,0.444,106.947,215667,4
7972,"Yours Truly, Austin Post",Post Malone,0LpiKjWMfZTkPPHonlM8nB,dfw rap,2016-12-09,60,0.649,0.618,6,-5.694,1,0.0672,0.483,2.53e-06,0.166,0.421,125.977,219147,4
7973,Sailing to Nowhere,Broken Bells,1m2K0sPmwlktrmsqfSCsvb,alternative dance,2010-03-01,38,0.585,0.425,10,-8.174,0,0.0302,0.718,0.0581,0.254,0.143,125.928,226067,3
7974,Lil Mama,Jain,2ePAdzQlLhUbj6uJ9M3Yo2,french indie pop,2016-10-21,43,0.887,0.494,5,-6.278,0,0.0331,0.309,1.2e-05,0.0777,0.606,99.196,158280,4
7975,Copper Kiss,Sälen,4nFUpQNBbUIKFrEMqj3LHB,uk alternative pop,2016-10-07,0,0.713,0.506,6,-7.491,1,0.0501,0.294,0.0,0.0584,0.568,97.992,187405,4
7976,Know That,2 Pistols,1QCKzqtvbejsECOWchRzKw,dirty south rap,2014-02-04,3,0.815,0.834,11,-5.349,0,0.218,0.0566,0.0,0.0599,0.444,140.022,211867,4
7977,"Dear Maria, Count Me In",All Time Low,0J69x3mqm7U6tBPKsjpsWR,modern rock,2007-09-25,1,0.465,0.896,2,-3.126,1,0.0795,0.00725,0.0,0.206,0.569,181.014,182827,4
7978,Surfin' USA - Live,The Beach Boys,4bVqt2oP1ql1KI0JTOyr1N,baroque pop,2002-10-14,0,0.191,0.933,4,-5.312,1,0.118,0.201,1.17e-06,0.97,0.47,159.222,174560,4
7979,Up All Night,Pirates Of Liloa,5ZQDgI7OKJJkwUQcJbNV6a,jawaiian,2010-03-14,34,0.817,0.474,5,-7.291,0,0.05,0.289,6.88e-05,0.0938,0.658,111.945,291427,4
7980,Me Encanta,Prince Royce,0kuZbehvYC1C9SvdJtOvsJ,bachata,2013-10-08,41,0.546,0.633,11,-6.175,0,0.0639,0.277,0.0,0.0994,0.797,128.814,294293,4
7981,If Heartaches Were Horses,George Strait,3ulGUOzVCTCorc8m3YMwmL,contemporary country,2008-01-01,31,0.317,0.463,0,-8.129,1,0.0285,0.471,0.00104,0.186,0.263,98.46,162320,1
7982,Moving On,NEEDTOBREATHE,1fy77dDQfK175r4LjpofRY,ccm,2007-08-27,28,0.368,0.816,9,-2.575,1,0.036,0.0767,6.05e-06,0.0732,0.538,177.669,189107,4
7983,Deliver Us from Evil,Bullet For My Valentine,2VccAaWmXMlKOmqWUgOv3Q,alternative metal,2008,30,0.433,0.931,7,-4.179,0,0.088,0.000454,1.98e-05,0.0723,0.528,93.348,358280,4
7984,ShadyXV,Eminem,63eW0Q8pylhG1Ykbr4Fk1Y,detroit hip hop,2014-11-24,38,0.808,0.778,7,-3.659,1,0.35,0.154,0.0,0.371,0.586,95.029,301600,4
7985,Drinking Champagne,George Strait,49PpXsq15H1Hl1rOz6Hx4V,contemporary country,1990-01-01,29,0.705,0.299,9,-14.802,1,0.029,0.563,0.000718,0.356,0.491,101.271,214067,4
7986,I'll Remember,Nathan Hawes,78LCa4PAktM2gMyqgP1ldg,folk-pop,2016-02-12,0,0.611,0.625,4,-6.422,1,0.0305,0.347,1.07e-06,0.12,0.446,105.024,222902,4
7987,A Case of You,Joni Mitchell,7shVwhUdVbHpykOfbzvDc1,canadian singer-songwriter,1971-06-22,67,0.693,0.201,1,-9.903,1,0.0288,0.9,0.0,0.112,0.679,100.836,263480,4
7988,Chains of Love - 2009 - Remaster,Erasure,32e7jb9ci1Pc122XKbK98m,europop,1988-04-18,0,0.746,0.851,0,-6.732,1,0.031,0.0174,6.42e-06,0.337,0.771,122.119,218627,4
7989,Eternal Flame,The Bangles,5g3ZD7PmrEQlQZKDW91yGG,album rock,1988-07-17,63,0.521,0.233,7,-13.683,1,0.0254,0.635,0.0,0.245,0.4,78.93,235667,3
7990,Wanna Be That Song,Brett Eldredge,1XazlqB4YAtvouCmJPWXlM,contemporary country,2015-09-11,60,0.518,0.686,9,-4.911,1,0.0313,0.114,0.0,0.114,0.334,144.065,236227,4
7991,Don't Rain On My Parade (Glee Cast Version),Glee Cast,7emV91bLzV662TpX9Tmxnr,glee club,2009-12-08,55,0.483,0.691,4,-5.223,1,0.0805,0.598,0.0,0.0918,0.597,79.666,165493,4
7992,A dónde voy (feat. Daddy Yankee),Cosculluela,5rKEC4enuOXJ37zx9OCz2G,latin,2016-05-13,51,0.741,0.799,9,-4.035,0,0.263,0.296,0.0,0.239,0.956,87.061,246890,4
7993,Lucky Man - 2012 Remastered Version,"Emerson, Lake & Palmer",2BURVLCtzmNylUqMVCLUbg,album rock,1970-11-20,52,0.345,0.379,7,-15.662,1,0.0304,0.0914,0.0566,0.0486,0.477,154.779,275920,3
7994,"Bleed to Love Her - Live at Warner Brothers Studios in Burbank, CA 5/23/97",Fleetwood Mac,54mBdT4j2WElTLunVCGMSU,album rock,1997-08-19,38,0.393,0.852,8,-7.782,1,0.0321,0.0453,0.378,0.691,0.8,84.539,207000,4
7995,"Hey Man, Nice Shot - Remastered Version",Filter,6jc5gHCmrZW1XLcRM3wFlC,alternative metal,1995,0,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,314440,4
7996,"Bagatelle for Piano in A Minor ""Für Elise"", WoO 59",Leonard Hokanson,64u6UEVceunQS18VxMmQ4P,american classical piano,2011-11-27,14,0.276,0.037,9,-31.359,0,0.0452,0.995,0.898,0.0684,0.353,145.056,166354,3
7997,State Of Grace,Taylor Swift,786NsUYn4GGUf8AOt0SQhP,pop,2012-10-22,55,0.588,0.825,4,-5.882,1,0.0328,0.000197,0.00138,0.0885,0.397,129.968,295187,4
7998,Tus Luces Sobre Mi,Descemer Bueno,7AdPaRTnk63nx1E8J6XMr6,cubaton,2012-01-01,33,0.522,0.684,3,-6.683,1,0.0436,0.189,0.0,0.0911,0.77,69.804,248587,4
7999,Life Aint Fair And The World Is Mean,Sturgill Simpson,3XKigKMmykb4HLH10oOhBr,alternative americana,2015-04-10,0,0.638,0.82,11,-5.047,0,0.0372,0.137,0.0794,0.284,0.792,104.379,126467,4
8000,Trump,Rucka Rucka Ali,7A43cn1Qqo7Mdo8EScBCGD,antiviral pop,2016-12-25,39,0.768,0.737,1,-6.154,1,0.43,0.257,0.0,0.0657,0.931,75.016,211881,4
8001,Look At Where We Are,Hot Chip,5r5AMZbVoTbyUGppcm5UWC,alternative dance,2012-06-11,41,0.791,0.384,8,-8.274,0,0.0451,0.631,7.61e-05,0.0714,0.659,137.019,238957,4
8002,My Homies Still,Lil Wayne,1cji6jI9LQ5zaStXrydl7F,hip hop,2013-01-01,46,0.749,0.643,1,-5.537,1,0.257,0.00124,0.0,0.111,0.472,74.996,246560,4
8003,Sound of the Sea,Stick Figure,1Gsv8f8KmowkF5BnfMIGKy,reggae fusion,2015-11-13,56,0.86,0.585,11,-6.993,1,0.058,0.11,0.0102,0.118,0.671,134.012,325480,4
8004,You're So Dark,Arctic Monkeys,1go7dWxLl1q4m7kyuifwRG,garage rock,2013-01-01,28,0.484,0.649,11,-7.479,0,0.0561,0.258,0.0116,0.0898,0.838,151.537,182751,4
8005,We The People....,A Tribe Called Quest,3wUX7HpXS382s1DHTRouVk,alternative hip hop,2016-11-11,54,0.71,0.805,1,-5.471,1,0.0637,0.00909,0.0,0.141,0.897,92.601,172013,4
8006,Lay Down Sally,Eric Clapton,6io0LJIP9ntX35hTfaxwQG,album rock,1977-11-01,61,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,236093,4
8007,Running Up That Hill,Placebo,6RHHbAbyIcPpvS1dP3KUGq,alternative rock,2003-03-24,64,0.45,0.356,10,-13.692,0,0.0337,0.269,0.515,0.0944,0.0839,179.937,297320,4
8008,Nearer My God to Thee,I Salonisti,43d8e6kezoop4lMfsLq4i5,salon music,1997,39,0.0921,0.0331,7,-33.343,1,0.0429,0.343,0.404,0.288,0.155,85.999,169560,4
8009,"One Year, Six Months",Yellowcard,7cADRJ05LekX8qqSkJkNRH,bow pop,2003-01-01,41,0.497,0.59,7,-7.101,1,0.026,0.475,0.0,0.144,0.628,89.975,208733,4
8010,Golden Boy,Nadav Guedj,6YWFr8BHQrRL4b7RwuqS36,eurovision,2015-10-08,0,0.716,0.829,1,-5.37,0,0.0615,0.179,0.0,0.0705,0.705,115.033,180586,4
8011,Rely,ODESZA,4nDCQ2rimtiVjGoEFRAtJX,chillwave,2012-09-05,37,0.609,0.876,0,-3.347,1,0.0736,0.00329,0.0133,0.143,0.299,120.022,192000,4
8012,Turn It Down - Radio Edit,Kaskade,3bzqd8quMDaCt7pLb98SHS,edm,2012-01-01,19,0.503,0.654,5,-7.997,0,0.0547,0.0857,0.00419,0.333,0.374,126.954,237640,4
8013,Be Thankful For What You've Got - Pt. 1,William DeVaughn,0awnfJ4I7eonSL3IkynNR5,classic soul,2017-01-27,0,0.86,0.444,11,-15.009,0,0.131,0.591,0.206,0.0861,0.909,91.955,208240,4
8014,Hit'em Up,Tyga,3K14Lbs8fFa8nTQ7bacADg,dance pop,2013-01-01,26,0.802,0.831,1,-7.108,1,0.305,0.0849,0.00178,0.231,0.702,96.995,158360,4
8015,100 Letters,Halsey,5EBvHC0SGFJDenBJafqOX4,dance pop,2017-06-02,51,0.745,0.713,11,-5.129,0,0.0896,0.155,0.0,0.0653,0.376,110.052,209980,4
8016,Finders Keepers,Miriam Bryant,3iMlTgAW7O9tWNAxFV418t,swedish idol pop,2013-01-01,0,0.321,0.759,11,-4.77,0,0.0427,0.035,8.67e-05,0.209,0.295,160.101,210787,3
8017,Fast Car,Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,folk,1988-04-05,78,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4
8018,Alive,XYLØ,5f4qkeyQM6LJBYWoAl2c6V,alt z,2017-06-16,35,0.597,0.643,8,-5.229,1,0.031,0.0272,0.0,0.158,0.402,99.901,264248,4
8019,Sweetest Thing,U2,5a1LEyaOm0UTHTdmXLmrnM,irish rock,1987-03-03,0,0.521,0.645,0,-8.987,1,0.049,0.0451,2.67e-05,0.159,0.493,141.722,184543,4
8020,We Are One (feat. Splitbreed) - Original Vocal Mix,Pegboard Nerds,3J7Yp280hsYQiSFvMYutts,brostep,2013-06-28,34,0.738,0.977,4,-2.307,1,0.125,0.0127,0.000553,0.126,0.496,110.035,211640,4
8021,Can You Blame Me,Matt and Kim,5DFPN9cKcLvUbtUhy7LHJe,brooklyn indie,2015-04-03,0,0.718,0.75,9,-5.368,1,0.0315,0.12,4.38e-06,0.137,0.524,124.967,152400,4
8022,Butterfly,Beast,3Wo5eHsBr5f2SFGZIyWUMG,k-pop,2016-07-04,0,0.41,0.529,3,-5.756,1,0.0352,0.625,0.0,0.2,0.379,179.968,216270,3
8023,What Do I Need with Love,Gavin Creel,5Xy1L9pRvzRZQRpj7lOoYK,broadway,2002,32,0.477,0.268,7,-13.719,0,0.0764,0.825,0.0,0.132,0.286,95.343,183840,4
8024,Carolina Blues,Lost Bayou Ramblers,4m84ydICpN3NGrDRwQ9Ay8,zydeco,2012-04-17,10,0.576,0.941,9,-5.435,1,0.0414,0.000216,0.0272,0.0695,0.758,119.926,141267,4
8025,I'm Not Made by Design,Nothing But Thieves,263jAWjIxXBdHuh8xlFMLY,alternative pop rock,2017-09-08,52,0.37,0.813,8,-4.862,1,0.0625,0.0118,2.03e-06,0.104,0.201,176.218,232947,4
8026,Second Heartbeat,Shy Girls,2elf7BniSWTt5CZrPe7Lum,alternative r&b,2013-10-29,29,0.731,0.335,7,-9.672,1,0.0438,0.64,0.271,0.14,0.439,94.991,203813,4
8027,Nightmares Of The Bottom,Lil Wayne,37sImz0wkOcX1cMWzo080d,hip hop,2011-01-01,25,0.81,0.577,8,-6.142,1,0.149,0.00953,3.48e-06,0.0838,0.408,140.065,281080,4
8028,The Pin,The Goo Goo Dolls,18dQJQay1lj1lEjAIvuyGP,alternative rock,2016-05-06,29,0.536,0.852,10,-4.433,1,0.0379,0.0137,7.9e-05,0.0905,0.393,100.033,252840,4
8029,Rock and Roll All Nite - Live,KISS,2u5sXeyWB9BseShQWtyYLY,album rock,2003-07-22,31,0.31,0.987,1,-5.141,1,0.129,0.027,0.0844,0.996,0.107,138.922,441547,4
8030,Kahlil Gibran,STRFKR,0PldjOTKRt45S9MrLnlwVM,alternative dance,2013-02-12,60,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4
8031,Chase That Intro,Lecrae,3jvjfIFbZHOMONeYDsOm1c,ccm,2011,0,0.333,0.513,9,-9.05,0,0.0317,0.747,0.267,0.113,0.343,94.042,43573,4
8032,Volcano,Damien Rice,0ksC7In0ixceusxlDtQHLO,acoustic pop,2003-03-24,50,0.514,0.289,0,-12.928,1,0.0524,0.578,1.84e-06,0.13,0.437,153.742,278600,4
8033,World on Fire,Sarah McLachlan,7Ipw32rwmsEhbf5IBQGmAI,canadian pop,2003,38,0.519,0.526,5,-8.849,1,0.0277,0.322,0.00012,0.204,0.389,84.007,262267,4
8034,Love Shack,The B-52's,4W4wYHtsrgDiivRASVOINL,art rock,1989-06-23,71,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,4
8035,My Number,Major Lazer,2MtVRrJhnWtPBSaszRPV2B,dance pop,2016-11-28,0,0.642,0.961,7,-1.435,1,0.222,0.0151,0.000623,0.265,0.698,155.001,198729,4
8036,All Around the World,Rittz,19PiD0sQ7hjFlITJ5HOTdo,atl hip hop,2013-04-30,25,0.749,0.551,4,-9.197,0,0.129,0.0927,0.0,0.0905,0.217,139.978,295052,4
